ID;Work Item Type;Title;Test Step;Step Action;Step Expected;Custom.AutomationSstatus;Custom.TipodePruebas;Custom.CategoriadePrueba;Custom.Precondiciones;Custom.ResultadoGeneral;Area Path;Iteration Path;Assigned To;State;Tags;Priority
;Test Case;Acceder a Visualizar reportes que afecten mis cuentas desde Buscar un reporte en movil;;;;Por Analizar;Integracion;Positiva;PRE-01 El usuario esta autenticado en la Oficina Virtual ESSA con sesion activa y valida, PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil, PRE-04 El usuario accedio previamente a la funcionalidad Buscar un reporte.;El usuario autenticado accede desde movil a la funcionalidad y visualiza el punto de entrada habilitado.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;1
;;;1;Ingresar a la Oficina Virtual ESSA desde un dispositivo movil con credenciales validas.;Se visualiza la pantalla de inicio de sesion en movil.;;;;;;;;;;;
;;;2;Autenticarse con un usuario que tenga cuentas asociadas en su perfil.;El sistema inicia sesion y muestra la Oficina Virtual ESSA en movil.;;;;;;;;;;;
;;;3;Navegar por el menu Danos y PQR, Danos y emergencias, Buscar un reporte.;Se visualiza la funcionalidad Buscar un reporte en movil.;;;;;;;;;;;
;;;4;Ubicar la opcion Visualizar reportes que afecten mis cuentas.;El punto de acceso se muestra visible y accesible para el usuario autenticado en movil.;;;;;;;;;;;
;;;5;Seleccionar la opcion Visualizar reportes que afecten mis cuentas.;El sistema redirige a la pantalla movil de consulta de reportes que afectan las cuentas del usuario.;;;;;;;;;;;
;Test Case;Consultar automaticamente las cuentas del usuario al ingresar a la funcionalidad en movil;;;;Por Analizar;Integracion;Positiva;PRE-01 El usuario esta autenticado en la Oficina Virtual ESSA con sesion activa y valida, PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil, PRE-05 Los numeros de cuenta del usuario estan correctamente registrados en el sistema.;El sistema identifica automaticamente las cuentas del perfil en movil sin solicitar ingreso manual.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;1
;;;1;Ingresar a la Oficina Virtual ESSA desde un dispositivo movil con credenciales validas.;Se visualiza la pantalla de inicio de sesion en movil.;;;;;;;;;;;
;;;2;Autenticarse con un usuario que tenga multiples cuentas asociadas en su perfil.;El sistema inicia sesion y muestra la Oficina Virtual ESSA en movil.;;;;;;;;;;;
;;;3;Navegar desde Buscar un reporte hasta Visualizar reportes que afecten mis cuentas.;Se visualiza la pantalla movil de la funcionalidad.;;;;;;;;;;;
;;;4;Observar el comportamiento al cargar la pantalla sin ingresar datos manuales.;El sistema identifica automaticamente todas las cuentas asociadas al perfil autenticado en movil.;;;;;;;;;;;
;;;5;Validar que no exista ingreso manual de cuentas.;La consulta se realiza con las cuentas del perfil y no requiere intervencion manual del usuario en movil.;;;;;;;;;;;
;Test Case;Mostrar en movil los reportes vigentes agrupados por cuenta en acordeon con nombre y alias;;;;Por Analizar;Integracion;Positiva;PRE-01 El usuario esta autenticado en la Oficina Virtual ESSA con sesion activa y valida, PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil, PRE-03 El servicio SP7 Consulta por CUD esta disponible y operativo.;El sistema presenta en movil los resultados vigentes agrupados por cuenta con acordeones titulados por nombre y alias.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;1
;;;1;Ingresar a la Oficina Virtual ESSA desde un dispositivo movil con credenciales validas.;Se visualiza la pantalla de inicio de sesion en movil.;;;;;;;;;;;
;;;2;Autenticarse con un usuario que tenga cuentas con reportes vigentes asociados.;El sistema inicia sesion y muestra la Oficina Virtual ESSA en movil.;;;;;;;;;;;
;;;3;Navegar desde Buscar un reporte hasta Visualizar reportes que afecten mis cuentas.;Se visualiza la pantalla movil de la funcionalidad.;;;;;;;;;;;
;;;4;Esperar la carga de los resultados vigentes.;El sistema organiza la informacion por cada numero de cuenta consultado en acordeones.;;;;;;;;;;;
;;;5;Validar los titulos y la expansion de los acordeones.;Cada acordeon muestra el nombre y alias de la cuenta y permite consultar sus reportes.;;;;;;;;;;;
;Test Case;Visualizar en movil los campos de detalle en modo solo lectura por cada reporte;;;;Por Analizar;Integracion;Positiva;PRE-01 El usuario esta autenticado en la Oficina Virtual ESSA con sesion activa y valida, PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil, PRE-03 El servicio SP7 Consulta por CUD esta disponible y operativo.;El usuario visualiza en movil los campos obligatorios de salida en modo solo lectura.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;1
;;;1;Ingresar a la Oficina Virtual ESSA desde un dispositivo movil con credenciales validas.;Se visualiza la pantalla de inicio de sesion en movil.;;;;;;;;;;;
;;;2;Autenticarse con un usuario que tenga al menos un reporte vigente asociado a una de sus cuentas.;El sistema inicia sesion y muestra la Oficina Virtual ESSA en movil.;;;;;;;;;;;
;;;3;Navegar desde Buscar un reporte hasta Visualizar reportes que afecten mis cuentas.;Se visualiza la pantalla movil de la funcionalidad.;;;;;;;;;;;
;;;4;Expandir el acordeon de la cuenta con resultados.;Se visualizan los detalles del reporte encontrado en movil.;;;;;;;;;;;
;;;5;Revisar los campos numero de reporte, fecha y hora inicio, fecha y hora fin y numero de evento.;Los campos se muestran en modo solo lectura y contienen informacion proveniente de SP7 en movil.;;;;;;;;;;;
;Test Case;Mostrar en movil el mensaje informativo y el boton Realizar nuevo reporte cuando no existan afectaciones;;;;Por Analizar;Integracion;Positiva;PRE-01 El usuario esta autenticado en la Oficina Virtual ESSA con sesion activa y valida, PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil, PRE-03 El servicio SP7 Consulta por CUD esta disponible y operativo.;El sistema informa la ausencia de afectaciones y muestra el boton de nuevo reporte en movil.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;2
;;;1;Ingresar a la Oficina Virtual ESSA desde un dispositivo movil con credenciales validas.;Se visualiza la pantalla de inicio de sesion en movil.;;;;;;;;;;;
;;;2;Autenticarse con un usuario cuyas cuentas no tengan reportes vigentes segun las reglas de negocio.;El sistema inicia sesion y muestra la Oficina Virtual ESSA en movil.;;;;;;;;;;;
;;;3;Navegar desde Buscar un reporte hasta Visualizar reportes que afecten mis cuentas.;Se visualiza la pantalla movil de la funcionalidad.;;;;;;;;;;;
;;;4;Permitir que el sistema ejecute la consulta y complete el filtrado de resultados.;El sistema determina que ninguna cuenta presenta afectaciones vigentes en movil.;;;;;;;;;;;
;;;5;Revisar el area de resultados.;Se muestra el mensaje informativo y el boton Realizar nuevo reporte en movil.;;;;;;;;;;;
;Test Case;Redirigir en movil a la funcionalidad ESD-44 al seleccionar Realizar nuevo reporte;;;;Por Analizar;Integracion;Positiva;PRE-01 El usuario esta autenticado en la Oficina Virtual ESSA con sesion activa y valida, PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil, PRE-03 El servicio SP7 Consulta por CUD esta disponible y operativo.;El usuario es redirigido desde movil a la funcionalidad para registrar un nuevo reporte de dano o emergencia.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;1
;;;1;Ingresar a la Oficina Virtual ESSA desde un dispositivo movil con credenciales validas.;Se visualiza la pantalla de inicio de sesion en movil.;;;;;;;;;;;
;;;2;Autenticarse con un usuario cuyas cuentas no tengan reportes vigentes segun las reglas de negocio.;El sistema inicia sesion y muestra la Oficina Virtual ESSA en movil.;;;;;;;;;;;
;;;3;Navegar desde Buscar un reporte hasta Visualizar reportes que afecten mis cuentas.;Se visualiza la pantalla movil de la funcionalidad.;;;;;;;;;;;
;;;4;Esperar la presentacion del mensaje sin afectaciones y del boton Realizar nuevo reporte.;El sistema deja disponible el boton para crear un nuevo reporte en movil.;;;;;;;;;;;
;;;5;Seleccionar el boton Realizar nuevo reporte.;El sistema redirige a la funcionalidad definida en ESD-44 en contexto movil.;;;;;;;;;;;
;Test Case;Mostrar en movil el mensaje de error controlado cuando SP7 falle;;;;Por Analizar;Integracion;Negativa;PRE-01 El usuario esta autenticado en la Oficina Virtual ESSA con sesion activa y valida, PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil.;El sistema informa el error tecnico controlado en movil cuando no puede consultar SP7.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;2
;;;1;Ingresar a la Oficina Virtual ESSA desde un dispositivo movil con credenciales validas.;Se visualiza la pantalla de inicio de sesion en movil.;;;;;;;;;;;
;;;2;Autenticarse con un usuario que tenga cuentas asociadas en su perfil.;El sistema inicia sesion y muestra la Oficina Virtual ESSA en movil.;;;;;;;;;;;
;;;3;Navegar desde Buscar un reporte hasta Visualizar reportes que afecten mis cuentas con SP7 en estado de error timeout o indisponibilidad.;Se visualiza la pantalla movil de la funcionalidad.;;;;;;;;;;;
;;;4;Esperar la respuesta fallida del servicio durante la consulta.;El sistema controla la falla tecnica sin recargar la pantalla movil.;;;;;;;;;;;
;;;5;Revisar el mensaje mostrado al usuario.;Se muestra el mensaje No fue posible consultar los reportes de danos en este momento. Por favor, intenta nuevamente.;;;;;;;;;;;
;Test Case;Permitir en movil reintentar la consulta sin recargar la pantalla despues de un error;;;;Por Analizar;Integracion;Positiva;PRE-01 El usuario esta autenticado en la Oficina Virtual ESSA con sesion activa y valida, PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil.;El usuario puede ejecutar nuevamente la consulta en movil sin recargar la pantalla despues de una falla de SP7.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;2
;;;1;Ingresar a la Oficina Virtual ESSA desde un dispositivo movil con credenciales validas.;Se visualiza la pantalla de inicio de sesion en movil.;;;;;;;;;;;
;;;2;Autenticarse con un usuario que tenga cuentas asociadas en su perfil.;El sistema inicia sesion y muestra la Oficina Virtual ESSA en movil.;;;;;;;;;;;
;;;3;Navegar desde Buscar un reporte hasta Visualizar reportes que afecten mis cuentas con una falla inicial de SP7.;Se visualiza la pantalla movil de la funcionalidad.;;;;;;;;;;;
;;;4;Esperar el mensaje de error controlado y ubicar el mecanismo de reintento.;El sistema muestra una opcion para ejecutar nuevamente la consulta sin recargar la pantalla movil.;;;;;;;;;;;
;;;5;Seleccionar el boton o mecanismo de reintento.;El sistema vuelve a consultar SP7 sin recargar la pantalla actual.;;;;;;;;;;;
;;;6;Validar el comportamiento posterior al reintento con el servicio restablecido.;El sistema actualiza la vista movil con los resultados obtenidos o con el estado final correspondiente.;;;;;;;;;;;
;Test Case;Registrar auditoria de las acciones realizadas en la pantalla movil conforme a ESD-187;;;;Por Analizar;Integracion;Positiva;PRE-01 El usuario esta autenticado en la Oficina Virtual ESSA con sesion activa y valida, PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil, PRE-03 El servicio SP7 Consulta por CUD esta disponible y operativo.;Las acciones realizadas por el usuario en la funcionalidad movil generan registros de auditoria trazables conforme a ESD-187.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;2
;;;1;Ingresar al Microsoft Azure https://portal.azure.com/#home.;Se visualiza el home de ESSA.;;;;;;;;;;;
;;;2;En los recursos seleccionar el de tipo Application Insights.;Se visualiza el menu y la informacion general.;;;;;;;;;;;
;;;3;Del menu lateral izquierdo seleccionar la opcion Supervision y luego la opcion Registros.;Se visualiza modal Centro de consultas.;;;;;;;;;;;
;;;4;Cerrar el Centro de consultas y luego seleccionar el boton Seleccionar una tabla.;Se despliegan las tablas del Application Insights.;;;;;;;;;;;
;;;5;En la tabla de traces buscar el log de auditoria correspondiente a la accion realizada en la pantalla movil y validar fecha de registro, canal, dispositivo, ip publica, usuario, cuenta, servicio, verbo HTTP, resultado HTTP, estado e identificador unico.;Se confirma que el log copia la informacion correspondiente a la accion auditada en movil.;;;;;;;;;;;
;Test Case;Validar el diseno de la pantalla movil segun figma;;;;Por Analizar;Integracion;Positiva;PRE-01 El usuario esta autenticado en la Oficina Virtual ESSA con sesion activa y valida, PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil, PRE-03 El servicio SP7 Consulta por CUD esta disponible y operativo.;La pantalla movil cumple la guia visual entregada en figma para iconos, colores, tipografia y alineacion.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;3
;;;1;Ingresar a la Oficina Virtual ESSA desde un dispositivo movil con credenciales validas.;Se visualiza la pantalla de inicio de sesion en movil.;;;;;;;;;;;
;;;2;Autenticarse con un usuario que tenga cuentas asociadas y acceder a Visualizar reportes que afecten mis cuentas.;Se visualiza la pantalla movil de la funcionalidad.;;;;;;;;;;;
;;;3;Comparar la pantalla mostrada con el diseno aprobado en figma para la version movil.;Se dispone de una referencia visual para la validacion.;;;;;;;;;;;
;;;4;Revisar iconos, colores, tipografia, alineacion y ubicacion de los elementos de la pantalla.;La interfaz coincide con el figma de referencia y mantiene consistencia visual en movil.;;;;;;;;;;;
