ID;Work Item Type;Title;Test Step;Step Action;Step Expected;Custom.AutomationSstatus;Custom.TipodePruebas;Custom.CategoriadePrueba;Custom.Precondiciones;Custom.ResultadoGeneral;Area Path;Iteration Path;Assigned To;State;Tags;Priority
;Test Case;Validar flujo responsive de consulta de estado solicitud de vinculacion en web;;;;Por Analizar;Integracion;Positiva;Usuario autenticado con acceso a la funcionalidad desde navegador web redimensionable.;La funcionalidad conserva usabilidad y visualizacion correcta en responsive web.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;XXXXX XXXXX;Design;;3
;;;1;Ingresar al aplicativo web ESSA;Se visualiza la pantalla Login;;;;;;;;;;;
;;;2;Ingresar credenciales validas y seleccionar Ingresar;El sistema inicia sesion correctamente;;;;;;;;;;;
;;;3;Navegar a Servicios, vinculacion de clientes y seleccionar Consultar estado solicitud de vinculacion;Se visualiza la pantalla de consulta;;;;;;;;;;;
;;;4;Cambiar el navegador a una resolucion responsive;Los campos, etiquetas, botones e iconos se reacomodan sin perder visibilidad ni funcionalidad;;;;;;;;;;;
;;;5;Ejecutar una consulta valida en responsive;La consulta y la visualizacion de resultados funcionan correctamente sin solapamientos;;;;;;;;;;;
;Test Case;Validar diseno de pantalla de consulta segun figma en web;;;;Por Analizar;Integracion;Positiva;Usuario autenticado con acceso a la funcionalidad y referencia de diseno aprobada para web.;La pantalla web respeta iconos, colores, tipografia, alineacion y ubicacion de elementos definidos en figma.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;XXXXX XXXXX;Design;;3
;;;1;Ingresar al aplicativo web ESSA;Se visualiza la pantalla Login;;;;;;;;;;;
;;;2;Ingresar credenciales validas y seleccionar Ingresar;El sistema inicia sesion correctamente;;;;;;;;;;;
;;;3;Navegar a Servicios, vinculacion de clientes y seleccionar Consultar estado solicitud de vinculacion;Se visualiza la pantalla de consulta;;;;;;;;;;;
;;;4;Comparar la pantalla de consulta con el diseno aprobado en figma para web;Los iconos, colores, tipografia, alineacion y ubicacion de elementos coinciden con el diseno aprobado;;;;;;;;;;;
;;;5;Ejecutar una consulta valida y comparar la pantalla de resultados con figma;La vista de resultados mantiene consistencia visual con el diseno aprobado;;;;;;;;;;;
;Test Case;Validar flujo principal de consulta exitosa en mobile;;;;Por Analizar;Integracion;Positiva;Usuario autenticado con acceso a la aplicacion movil ESSA y a la funcionalidad Consultar estado solicitud de vinculacion.;La aplicacion movil permite consultar el estado de solicitud y mostrar resultados estructurados.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;XXXXX XXXXX;Design;;1
;;;1;Ingresar a la aplicacion movil ESSA;Se visualiza la pantalla Login;;;;;;;;;;;
;;;2;Ingresar credenciales validas y seleccionar Ingresar;La aplicacion inicia sesion correctamente;;;;;;;;;;;
;;;3;Navegar a Servicios, vinculacion de clientes y seleccionar Consultar estado solicitud de vinculacion;Se visualiza la pantalla de consulta movil;;;;;;;;;;;
;;;4;Ingresar un Numero de cuenta valido y un Numero de proceso valido;Los campos aceptan la informacion ingresada;;;;;;;;;;;
;;;5;Seleccionar el boton Consultar;La aplicacion consulta la informacion y presenta resultados estructurados de solo lectura;;;;;;;;;;;
;Test Case;Validar ocultamiento de seccion de anexos de entrada sin archivos en mobile;;;;Por Analizar;Integracion;Negativa;Usuario autenticado con acceso a la pantalla de resultados movil de una consulta sin anexos de entrada.;La seccion de anexos de entrada se oculta en mobile cuando no existen archivos.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;XXXXX XXXXX;Design;;2
;;;1;Ingresar a la aplicacion movil ESSA;Se visualiza la pantalla Login;;;;;;;;;;;
;;;2;Ingresar credenciales validas y seleccionar Ingresar;La aplicacion inicia sesion correctamente;;;;;;;;;;;
;;;3;Navegar a Servicios, vinculacion de clientes y seleccionar Consultar estado solicitud de vinculacion;Se visualiza la pantalla de consulta movil;;;;;;;;;;;
;;;4;Ingresar un Numero de cuenta valido y un Numero de proceso valido cuya respuesta no contiene anexos de entrada;La aplicacion presenta los resultados;;;;;;;;;;;
;;;5;Observar la seccion de anexos;La seccion correspondiente a anexos de entrada no se visualiza;;;;;;;;;;;
;Test Case;Validar ocultamiento de seccion de anexos de salida sin archivos en mobile;;;;Por Analizar;Integracion;Negativa;Usuario autenticado con acceso a la pantalla de resultados movil de una consulta sin anexos de salida.;La seccion de anexos de salida se oculta en mobile cuando no existen archivos.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;XXXXX XXXXX;Design;;2
;;;1;Ingresar a la aplicacion movil ESSA;Se visualiza la pantalla Login;;;;;;;;;;;
;;;2;Ingresar credenciales validas y seleccionar Ingresar;La aplicacion inicia sesion correctamente;;;;;;;;;;;
;;;3;Navegar a Servicios, vinculacion de clientes y seleccionar Consultar estado solicitud de vinculacion;Se visualiza la pantalla de consulta movil;;;;;;;;;;;
;;;4;Ingresar un Numero de cuenta valido y un Numero de proceso valido cuya respuesta no contiene anexos de salida;La aplicacion presenta los resultados;;;;;;;;;;;
;;;5;Observar la seccion de anexos;La seccion correspondiente a anexos de salida no se visualiza;;;;;;;;;;;
;Test Case;Validar inhabilitacion de Ver anexos cuando no existen anexos de entrada ni salida en mobile;;;;Por Analizar;Integracion;Negativa;Usuario autenticado con acceso a la pantalla de resultados movil de una consulta sin anexos de entrada ni salida.;La opcion Ver anexos permanece inhabilitada cuando no existen anexos en mobile.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;XXXXX XXXXX;Design;;2
;;;1;Ingresar a la aplicacion movil ESSA;Se visualiza la pantalla Login;;;;;;;;;;;
;;;2;Ingresar credenciales validas y seleccionar Ingresar;La aplicacion inicia sesion correctamente;;;;;;;;;;;
;;;3;Navegar a Servicios, vinculacion de clientes y seleccionar Consultar estado solicitud de vinculacion;Se visualiza la pantalla de consulta movil;;;;;;;;;;;
;;;4;Ingresar un Numero de cuenta valido y un Numero de proceso valido cuya respuesta no contiene anexos de entrada ni salida;La aplicacion presenta los resultados;;;;;;;;;;;
;;;5;Observar la opcion Ver anexos;La opcion Ver anexos se visualiza inhabilitada;;;;;;;;;;;
;Test Case;Validar mensaje No encontramos resultados y nueva consulta en mobile;;;;Por Analizar;Integracion;Negativa;Usuario autenticado con acceso a la aplicacion movil ESSA. El servicio retorna sin datos o con error para la consulta ejecutada.;La aplicacion movil muestra el mensaje esperado y permite una nueva consulta sin reiniciar la sesion.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;XXXXX XXXXX;Design;;2
;;;1;Ingresar a la aplicacion movil ESSA;Se visualiza la pantalla Login;;;;;;;;;;;
;;;2;Ingresar credenciales validas y seleccionar Ingresar;La aplicacion inicia sesion correctamente;;;;;;;;;;;
;;;3;Navegar a Servicios, vinculacion de clientes y seleccionar Consultar estado solicitud de vinculacion;Se visualiza la pantalla de consulta movil;;;;;;;;;;;
;;;4;Ingresar un Numero de cuenta valido y un Numero de proceso valido y seleccionar Consultar sin obtener datos asociados;La aplicacion procesa la solicitud;;;;;;;;;;;
;;;5;Observar el mensaje mostrado;Se visualiza el titulo No encontramos resultados y el cuerpo Revisa que el numero de solicitud y cuenta sean correctos.;;;;;;;;;;;
;;;6;Ingresar nuevos valores y seleccionar Consultar nuevamente;La aplicacion permite realizar una nueva consulta sin cerrar ni recargar la pantalla;;;;;;;;;;;
;Test Case;Validar registro de auditoria ESD-187 para consulta de estado en mobile;;;;Por Analizar;Integracion;Positiva;Usuario autenticado con acceso a la funcionalidad movil y permisos para consultar Application Insights.;Cada accion realizada en la pantalla movil registra el evento de auditoria con la informacion requerida.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;XXXXX XXXXX;Design;;2
;;;1;Ingresar a la aplicacion movil ESSA;Se visualiza la pantalla Login;;;;;;;;;;;
;;;2;Ingresar credenciales validas y seleccionar Ingresar;La aplicacion inicia sesion correctamente;;;;;;;;;;;
;;;3;Navegar a Servicios, vinculacion de clientes y seleccionar Consultar estado solicitud de vinculacion;Se visualiza la pantalla de consulta movil;;;;;;;;;;;
;;;4;Realizar una accion en la pantalla, por ejemplo ejecutar una consulta valida;La accion se procesa correctamente;;;;;;;;;;;
;;;5;Ingresar al Microsoft Azure https://portal.azure.com/#home;Se visualiza el home de ESSA;;;;;;;;;;;
;;;6;En los recursos seleccionar el de tipo Application Insights;Se visualiza el menu y la informacion general;;;;;;;;;;;
;;;7;Del menu lateral izquierdo seleccionar la opcion Supervision y luego la opcion Registros;Se visualiza modal Centro de consultas;;;;;;;;;;;
;;;8;Cerrar el Centro de consultas y luego seleccionar el boton Seleccionar una tabla;Se despliegan las tablas del Application Insights;;;;;;;;;;;
;;;9;En la tabla de traces buscar el log de auditoria de la accion realizada y validar Fecha de Registro, Canal mobile, Dispositivo, Ip Publica, Usuario, cuenta, servicio, verbo HTTP, resultado HTTP, estado e identificador unico;Se confirma que el log esta copiando toda la informacion correspondiente al evento generado;;;;;;;;;;;
;Test Case;Validar diseno de pantalla de consulta y resultados segun figma en mobile;;;;Por Analizar;Integracion;Positiva;Usuario autenticado con acceso a la funcionalidad movil y referencia de diseno aprobada para mobile.;La pantalla mobile respeta iconos, colores, tipografia, alineacion y ubicacion de elementos definidos en figma.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;XXXXX XXXXX;Design;;3
;;;1;Ingresar a la aplicacion movil ESSA;Se visualiza la pantalla Login;;;;;;;;;;;
;;;2;Ingresar credenciales validas y seleccionar Ingresar;La aplicacion inicia sesion correctamente;;;;;;;;;;;
;;;3;Navegar a Servicios, vinculacion de clientes y seleccionar Consultar estado solicitud de vinculacion;Se visualiza la pantalla de consulta movil;;;;;;;;;;;
;;;4;Comparar la pantalla de consulta con el diseno aprobado en figma para mobile;Los iconos, colores, tipografia, alineacion y ubicacion de elementos coinciden con el diseno aprobado;;;;;;;;;;;
;;;5;Ejecutar una consulta valida y comparar la pantalla de resultados con figma;La vista de resultados mantiene consistencia visual con el diseno aprobado;;;;;;;;;;;
